-0.9,-1.8,10,10.5,-1.90898,0.597625,-9.08219,-7.37291,5.72717,9.41657,-10.8496,-6.91687
-0.9,-1.8,10.5,11,-2.01439,0.500036,-9.53864,-7.78751,6.04086,9.77094,-11.4087,-7.43181
-0.9,-1.8,11,11.5,-2.11979,0.402446,-9.9951,-8.20211,6.35456,10.1253,-11.9678,-7.94674
-0.9,-1.8,11.5,12,-2.2252,0.304856,-10.4516,-8.6167,6.66825,10.4797,-12.5269,-8.46167
-0.9,-1.8,12,12.5,-2.3306,0.207266,-10.908,-9.0313,6.98195,10.834,-13.086,-8.97661
-0.9,-1.8,12.5,13,-2.43601,0.109676,-11.3645,-9.4459,7.29564,11.1884,-13.6452,-9.49154
-0.9,-1.8,13,13.5,-2.54141,0.0120859,-11.8209,-9.8605,7.60934,11.5428,-14.2043,-10.0065
-0.9,-1.8,13.5,14,-2.64682,-0.085504,-12.2774,-10.2751,7.92303,11.8971,-14.7634,-10.5214
-0.9,-1.8,14,14.5,-2.75222,-0.183094,-12.7338,-10.6897,8.23673,12.2515,-15.3225,-11.0363
-0.9,-1.8,14.5,15,-2.85763,-0.280684,-13.1903,-11.1043,8.55042,12.6059,-15.8816,-11.5513
-0.9,-1.8,15,15.5,-2.96303,-0.378274,-13.6467,-11.5189,8.86412,12.9602,-16.4407,-12.0662
-0.9,-1.8,15.5,16,-3.06844,-0.475864,-14.1032,-11.9335,9.17781,13.3146,-16.9999,-12.5811
-0.9,-1.8,16,16.5,-3.17384,-0.573454,-14.5597,-12.3481,9.49151,13.669,-17.559,-13.0961
-0.9,-1.8,16.5,17,-3.27925,-0.671043,-15.0161,-12.7627,9.8052,14.0233,-18.1181,-13.611
-0.9,-1.8,17,17.5,-3.38465,-0.768633,-15.4726,-13.1773,10.1189,14.3777,-18.6772,-14.1259
-0.9,-1.8,17.5,18,-3.49006,-0.866223,-15.929,-13.5919,10.4326,14.7321,-19.2363,-14.6409
-0.9,-1.8,18,18.5,-3.59546,-0.963813,-16.3855,-14.0065,10.7463,15.0864,-19.7954,-15.1558
-0.9,-1.8,18.5,19,-3.70087,-1.0614,-16.8419,-14.4211,11.06,15.4408,-20.3546,-15.6707
-0.9,-1.8,19,19.5,-3.80627,-1.15899,-17.2984,-14.8357,11.3737,15.7952,-20.9137,-16.1857
-0.9,-1.8,19.5,20,-3.91168,-1.25658,-17.7549,-15.2503,11.6874,16.1495,-21.4728,-16.7006
-0.9,-1.4,10,10.5,2.12289,4.65033,-13.9441,-11.458,14.5437,17.6316,-11.322,-7.30694
-0.9,-1.4,10.5,11,2.23057,4.78671,-14.6687,-12.1472,15.341,18.4922,-11.9112,-7.88743
-0.9,-1.4,11,11.5,2.33826,4.92309,-15.3933,-12.8364,16.1383,19.3528,-12.5004,-8.46793
-0.9,-1.4,11.5,12,2.44594,5.05947,-16.1179,-13.5256,16.9355,20.2134,-13.0897,-9.04842
-0.9,-1.4,12,12.5,2.55362,5.19585,-16.8425,-14.2148,17.7328,21.074,-13.6789,-9.62892
-0.9,-1.4,12.5,13,2.66131,5.33223,-17.5671,-14.904,18.5301,21.9346,-14.2682,-10.2094
-0.9,-1.4,13,13.5,2.76899,5.46861,-18.2917,-15.5932,19.3274,22.7952,-14.8574,-10.7899
-0.9,-1.4,13.5,14,2.87668,5.60499,-19.0163,-16.2824,20.1247,23.6558,-15.4467,-11.3704
-0.9,-1.4,14,14.5,2.98436,5.74137,-19.7409,-16.9716,20.922,24.5163,-16.0359,-11.9509
-0.9,-1.4,14.5,15,3.09204,5.87775,-20.4655,-17.6608,21.7192,25.3769,-16.6252,-12.5314
-0.9,-1.4,15,15.5,3.19973,6.01413,-21.1901,-18.35,22.5165,26.2375,-17.2144,-13.1119
-0.9,-1.4,15.5,16,3.30741,6.15051,-21.9147,-19.0392,23.3138,27.0981,-17.8037,-13.6924
-0.9,-1.4,16,16.5,3.4151,6.2869,-22.6394,-19.7284,24.1111,27.9587,-18.3929,-14.2729
-0.9,-1.4,16.5,17,3.52278,6.42328,-23.364,-20.4177,24.9084,28.8193,-18.9822,-14.8534
-0.9,-1.4,17,17.5,3.63047,6.55966,-24.0886,-21.1069,25.7056,29.6799,-19.5714,-15.4339
-0.9,-1.4,17.5,18,3.73815,6.69604,-24.8132,-21.7961,26.5029,30.5405,-20.1607,-16.0144
-0.9,-1.4,18,18.5,3.84583,6.83242,-25.5378,-22.4853,27.3002,31.4011,-20.7499,-16.5949
-0.9,-1.4,18.5,19,3.95352,6.9688,-26.2624,-23.1745,28.0975,32.2617,-21.3392,-17.1753
-0.9,-1.4,19,19.5,4.0612,7.10518,-26.987,-23.8637,28.8948,33.1223,-21.9284,-17.7558
-0.9,-1.4,19.5,20,4.16889,7.24156,-27.7116,-24.5529,29.6921,33.9828,-22.5177,-18.3363
-0.9,-1,10,10.5,9.37476,11.1752,-15.5498,-12.8475,22.4133,26.5339,-6.01494,-1.83239
