0.0075,10,10.1,18.634,21.5429,-2.35747,2.65859,15.9934,23.8824,16.3126,24.1654
-0.0075,10,10.1,18.634,21.5429,-2.65859,2.35747,16.3126,24.1654,15.9934,23.8824
0.0075,10.1,10.2,18.8333,21.7434,-2.36681,2.67092,16.1803,24.0922,16.5028,24.378
-0.0075,10.1,10.2,18.8333,21.7434,-2.67092,2.36681,16.5028,24.378,16.1804,24.0922
0.0075,10.2,10.3,19.0325,21.9439,-2.37615,2.68326,16.3673,24.3021,16.693,24.5906
-0.0075,10.2,10.3,19.0326,21.9439,-2.68325,2.37614,16.693,24.5905,16.3673,24.302
0.0075,10.3,10.4,19.2318,22.1444,-2.38548,2.69559,16.5542,24.5119,16.8832,24.8031
-0.0075,10.3,10.4,19.2318,22.1444,-2.69558,2.38548,16.8832,24.8031,16.5542,24.5119
0.0075,10.4,10.5,19.4311,22.3449,-2.39482,2.70792,16.7412,24.7217,17.0734,25.0157
-0.0075,10.4,10.5,19.4311,22.3449,-2.70792,2.39481,17.0734,25.0157,16.7412,24.7217
0.0075,10.5,10.6,19.6304,22.5454,-2.40415,2.72025,16.9281,24.9316,17.2636,25.2283
-0.0075,10.5,10.6,19.6304,22.5454,-2.72025,2.40415,17.2636,25.2283,16.9281,24.9315
0.0075,10.6,10.7,19.8296,22.7459,-2.41349,2.73258,17.115,25.1414,17.4538,25.4409
-0.0075,10.6,10.7,19.8297,22.7459,-2.73258,2.41348,17.4538,25.4408,17.1151,25.1414
0.0075,10.7,10.8,20.0289,22.9464,-2.42282,2.74492,17.302,25.3512,17.6439,25.6534
-0.0075,10.7,10.8,20.0289,22.9464,-2.74491,2.42282,17.644,25.6534,17.302,25.3512
0.0075,10.8,10.9,20.2282,23.1469,-2.43216,2.75725,17.4889,25.561,17.8341,25.866
-0.0075,10.8,10.9,20.2282,23.1469,-2.75724,2.43215,17.8342,25.866,17.489,25.561
0.0075,10.9,11,20.4274,23.3474,-2.44149,2.76958,17.6759,25.7709,18.0243,26.0786
-0.0075,10.9,11,20.4275,23.3474,-2.76957,2.44149,18.0244,26.0786,17.6759,25.7708
0.0075,11,11.1,20.6267,23.5479,-2.45083,2.78191,17.8628,25.9807,18.2145,26.2912
-0.0075,11,11.1,20.6268,23.5478,-2.78191,2.45082,18.2146,26.2911,17.8629,25.9807
-0.0075,11.1,11.2,20.826,23.7483,-2.79424,2.46016,18.4047,26.5037,18.0498,26.1905
0.0075,11.1,11.2,20.826,23.7484,-2.46016,2.79424,18.0498,26.1905,18.4047,26.5037
-0.0075,11.2,11.3,21.0253,23.9488,-2.80657,2.46949,18.5949,26.7163,18.2367,26.4003
0.0075,11.2,11.3,21.0253,23.9489,-2.4695,2.80657,18.2367,26.4004,18.5949,26.7163
0.0075,11.3,11.4,21.2245,24.1494,-2.47883,2.81891,18.4236,26.6102,18.7851,26.9289
-0.0075,11.3,11.4,21.2246,24.1493,-2.8189,2.47883,18.7851,26.9289,18.4237,26.6102
0.0075,11.4,11.5,21.4238,24.3498,-2.48817,2.83124,18.6106,26.82,18.9753,27.1415
-0.0075,11.4,11.5,21.4239,24.3498,-2.83123,2.48817,18.9753,27.1414,18.6106,26.82
0.0075,11.5,11.6,21.6231,24.5503,-2.49751,2.84357,18.7975,27.0299,19.1655,27.354
-0.0075,11.5,11.6,21.6231,24.5503,-2.84357,2.4975,19.1655,27.354,18.7976,27.0298
0.0075,11.6,11.7,21.8224,24.7508,-2.50684,2.8559,18.9845,27.2397,19.3557,27.5666
-0.0075,11.6,11.7,21.8224,24.7508,-2.8559,2.50684,19.3557,27.5666,18.9845,27.2396
0.0075,11.7,11.8,22.0216,24.9513,-2.51618,2.86823,19.1714,27.4495,19.5459,27.7792
