-0.2925,8,8.1,-12.7801,74.4383,-74.109,10.2391,-11.166,136.694,-86.8891,84.6774
-0.2925,8.1,8.2,-12.657,75.14,-74.7451,10.0968,-10.7461,137.877,-87.4022,85.2369
-0.2925,8.2,8.3,-12.534,75.8417,-75.3813,9.9546,-10.3262,139.061,-87.9153,85.7963
-0.2925,8.3,8.4,-12.411,76.5434,-76.0174,9.81237,-9.90637,140.244,-88.4284,86.3558
-0.2925,8.4,8.5,-12.2879,77.2451,-76.6535,9.67013,-9.48651,141.427,-88.9414,86.9153
-0.2925,8.5,8.6,-12.1649,77.9468,-77.2896,9.5279,-9.06665,142.61,-89.4545,87.4747
-0.2925,8.6,8.7,-12.0419,78.6485,-77.9257,9.38566,-8.64679,143.794,-89.9676,88.0342
-0.2925,8.7,8.8,-11.9188,79.3502,-78.5619,9.24343,-8.22693,144.977,-90.4807,88.5936
-0.2925,8.8,8.9,-11.7962,80.0576,-79.2003,9.10301,-7.80883,146.168,-90.9965,89.1607
-0.2925,8.9,9,-11.6741,80.7708,-79.841,8.96441,-7.39248,147.366,-91.5151,89.7352
-0.2775,8,8.1,-11.504,75.6205,-74.0509,11.6854,-10.1813,136.663,-85.555,87.3059
-0.2775,8.1,8.2,-11.3696,76.3408,-74.6916,11.5719,-9.76429,137.855,-86.0612,87.9127
-0.2775,8.2,8.3,-11.2351,77.0611,-75.3322,11.4584,-9.34729,139.047,-86.5673,88.5196
-0.2775,8.3,8.4,-11.1007,77.7814,-75.9729,11.345,-8.93029,140.239,-87.0735,89.1264
-0.2775,8.4,8.5,-10.9662,78.5018,-76.6135,11.2315,-8.51329,141.431,-87.5797,89.7332
-0.2775,8.5,8.6,-10.8317,79.2221,-77.2542,11.118,-8.0963,142.623,-88.0859,90.3401
-0.2775,8.6,8.7,-10.6973,79.9424,-77.8948,11.0045,-7.6793,143.815,-88.5921,90.9469
-0.2775,8.7,8.8,-10.5628,80.6627,-78.5355,10.891,-7.2623,145.007,-89.0983,91.5538
-0.2775,8.8,8.9,-10.4284,81.3831,-79.1761,10.7776,-6.8453,146.199,-89.6045,92.1606
-0.2775,8.9,9,-10.2939,82.1034,-79.8168,10.6641,-6.42831,147.39,-90.1107,92.7675
-0.2625,8,8.1,-10.2643,77.0607,-74.0883,13.5683,-9.65846,136.975,-84.3526,90.629
-0.2625,8.1,8.2,-10.1184,77.801,-74.7335,13.4991,-9.2597,138.177,-84.8519,91.3001
-0.2625,8.2,8.3,-9.97248,78.5413,-75.3787,13.4298,-8.86095,139.379,-85.3512,91.9711
-0.2625,8.3,8.4,-9.82656,79.2816,-76.0239,13.3606,-8.46219,140.581,-85.8505,92.6422
-0.2625,8.4,8.5,-9.68064,80.0219,-76.6691,13.2914,-8.06343,141.782,-86.3498,93.3132
-0.2625,8.5,8.6,-9.53581,80.7652,-77.3157,13.2232,-7.66663,142.989,-86.8515,93.9884
